0.0020	0.6168	-4.1786	-0.7720	-1.0021	4.1205	4.0769
0.0040	0.6148	-4.1704	-0.7639	-1.0004	4.1137	4.0505
0.0060	0.6128	-4.1622	-0.7559	-0.9988	4.1068	4.0242
0.0080	0.6108	-4.1540	-0.7479	-0.9971	4.1001	3.9980
0.0100	0.6088	-4.1458	-0.7400	-0.9955	4.0933	3.9718
0.0120	0.6068	-4.1376	-0.7321	-0.9938	4.0866	3.9457
0.0140	0.6048	-4.1295	-0.7242	-0.9922	4.0800	3.9197
0.0160	0.6028	-4.1213	-0.7164	-0.9906	4.0733	3.8937
0.0180	0.6009	-4.1132	-0.7087	-0.9890	4.0667	3.8678
0.0200	0.5989	-4.1051	-0.7010	-0.9874	4.0602	3.8419
0.0220	0.5969	-4.0969	-0.6934	-0.9858	4.0537	3.8162
0.0240	0.5950	-4.0889	-0.6858	-0.9843	4.0472	3.7905
0.0260	0.5930	-4.0808	-0.6783	-0.9827	4.0407	3.7648
0.0280	0.5910	-4.0727	-0.6708	-0.9811	4.0343	3.7393
0.0300	0.5891	-4.0646	-0.6634	-0.9796	4.0280	3.7137
0.0320	0.5871	-4.0566	-0.6560	-0.9780	4.0216	3.6883
0.0340	0.5852	-4.0486	-0.6487	-0.9765	4.0153	3.6629
0.0360	0.5832	-4.0406	-0.6414	-0.9750	4.0090	3.6376
0.0380	0.5813	-4.0326	-0.6342	-0.9735	4.0028	3.6123
0.0400	0.5793	-4.0246	-0.6270	-0.9720	3.9966	3.5871
0.0420	0.5774	-4.0166	-0.6199	-0.9705	3.9904	3.5620
0.0440	0.5754	-4.0086	-0.6128	-0.9690	3.9843	3.5369
0.0460	0.5735	-4.0007	-0.6058	-0.9675	3.9782	3.5119
0.0480	0.5716	-3.9927	-0.5988	-0.9660	3.9721	3.4869
0.0500	0.5696	-3.9848	-0.5919	-0.9645	3.9661	3.4620
0.0520	0.5677	-3.9769	-0.5850	-0.9631	3.9601	3.4372
0.0540	0.5658	-3.9689	-0.5782	-0.9616	3.9541	3.4124
0.0560	0.5639	-3.9611	-0.5714	-0.9602	3.9482	3.3877
0.0580	0.5620	-3.9532	-0.5647	-0.9587	3.9423	3.3630
0.0600	0.5600	-3.9453	-0.5580	-0.9573	3.9364	3.3384
0.0620	0.5581	-3.9374	-0.5514	-0.9559	3.9306	3.3138
0.0640	0.5562	-3.9296	-0.5448	-0.9545	3.9247	3.2893
0.0660	0.5543	-3.9217	-0.5383	-0.9531	3.9190	3.2648
0.0680	0.5524	-3.9139	-0.5318	-0.9517	3.9132	3.2405
0.0700	0.5505	-3.9061	-0.5253	-0.9503	3.9075	3.2161
0.0720	0.5486	-3.8983	-0.5190	-0.9489	3.9018	3.1918
0.0740	0.5467	-3.8905	-0.5126	-0.9475	3.8961	3.1676
0.0760	0.5448	-3.8827	-0.5063	-0.9462	3.8905	3.1434
0.0780	0.5429	-3.8750	-0.5001	-0.9448	3.8849	3.1193
0.0800	0.5410	-3.8672	-0.4939	-0.9434	3.8793	3.0952
0.0820	0.5392	-3.8595	-0.4878	-0.9421	3.8738	3.0712
0.0840	0.5373	-3.8517	-0.4817	-0.9407	3.8683	3.0472
0.0860	0.5354	-3.8440	-0.4756	-0.9394	3.8628	3.0233
0.0880	0.5335	-3.8363	-0.4696	-0.9381	3.8573	2.9994
0.0900	0.5317	-3.8286	-0.4637	-0.9368	3.8519	2.9756
0.0920	0.5298	-3.8209	-0.4578	-0.9355	3.8465	2.9518
0.0940	0.5279	-3.8132	-0.4519	-0.9341	3.8411	2.9281
0.0960	0.5260	-3.8055	-0.4461	-0.9328	3.8358	2.9044
0.0980	0.5242	-3.7979	-0.4404	-0.9316	3.8305	2.8808
0.1000	0.5223	-3.7902	-0.4346	-0.9303	3.8252	2.8572
0.1020	0.5205	-3.7826	-0.4290	-0.9290	3.8199	2.8337
0.1040	0.5186	-3.7749	-0.4233	-0.9277	3.8147	2.8102
0.1060	0.5168	-3.7673	-0.4178	-0.9264	3.8095	2.7867
0.1080	0.5149	-3.7597	-0.4122	-0.9252	3.8043	2.7633
0.1100	0.5131	-3.7521	-0.4068	-0.9239	3.7991	2.7400
0.1120	0.5112	-3.7445	-0.4013	-0.9227	3.7940	2.7167
0.1140	0.5094	-3.7370	-0.3959	-0.9214	3.7889	2.6934
0.1160	0.5075	-3.7294	-0.3906	-0.9202	3.7838	2.6702
0.1180	0.5057	-3.7218	-0.3853	-0.9190	3.7788	2.6470
0.1200	0.5039	-3.7143	-0.3801	-0.9178	3.7738	2.6239
0.1220	0.5020	-3.7067	-0.3749	-0.9165	3.7688	2.6008
0.1240	0.5002	-3.6992	-0.3697	-0.9153	3.7638	2.5778
0.1260	0.4984	-3.6917	-0.3646	-0.9141	3.7588	2.5548
0.1280	0.4965	-3.6842	-0.3595	-0.9129	3.7539	2.5318
0.1300	0.4947	-3.6767	-0.3545	-0.9117	3.7490	2.5089
0.1320	0.4929	-3.6692	-0.3495	-0.9105	3.7441	2.4861
0.1340	0.4911	-3.6617	-0.3446	-0.9094	3.7393	2.4632
0.1360	0.4893	-3.6543	-0.3397	-0.9082	3.7344	2.4404
0.1380	0.4874	-3.6468	-0.3349	-0.9070	3.7296	2.4177
0.1400	0.4856	-3.6393	-0.3301	-0.9059	3.7248	2.3950
0.1420	0.4838	-3.6319	-0.3254	-0.9047	3.7201	2.3723
0.1440	0.4820	-3.6245	-0.3207	-0.9035	3.7153	2.3497
0.1460	0.4802	-3.6171	-0.3160	-0.9024	3.7106	2.3271
0.1480	0.4784	-3.6096	-0.3114	-0.9013	3.7059	2.3046
0.1500	0.4766	-3.6022	-0.3068	-0.9001	3.7013	2.2821
0.1520	0.4748	-3.5948	-0.3023	-0.8990	3.6966	2.2596
0.1540	0.4730	-3.5875	-0.2978	-0.8979	3.6920	2.2372
0.1560	0.4712	-3.5801	-0.2934	-0.8968	3.6874	2.2148
0.1580	0.4694	-3.5727	-0.2890	-0.8956	3.6828	2.1924
0.1600	0.4676	-3.5654	-0.2847	-0.8945	3.6782	2.1701
0.1620	0.4659	-3.5580	-0.2804	-0.8934	3.6737	2.1478
0.1640	0.4641	-3.5507	-0.2761	-0.8923	3.6692	2.1256
0.1660	0.4623	-3.5433	-0.2719	-0.8912	3.6647	2.1034
0.1680	0.4605	-3.5360	-0.2678	-0.8901	3.6602	2.0812
0.1700	0.4587	-3.5287	-0.2637	-0.8891	3.6558	2.0590
0.1720	0.4570	-3.5214	-0.2596	-0.8880	3.6513	2.0369
0.1740	0.4552	-3.5141	-0.2556	-0.8869	3.6469	2.0149
0.1760	0.4534	-3.5068	-0.2516	-0.8858	3.6425	1.9929
0.1780	0.4516	-3.4996	-0.2476	-0.8848	3.6381	1.9709
0.1800	0.4499	-3.4923	-0.2437	-0.8837	3.6338	1.9489
0.1820	0.4481	-3.4850	-0.2399	-0.8827	3.6295	1.9270
0.1840	0.4463	-3.4778	-0.2361	-0.8816	3.6251	1.9051
0.1860	0.4446	-3.4705	-0.2323	-0.8806	3.6208	1.8832
0.1880	0.4428	-3.4633	-0.2286	-0.8795	3.6166	1.8614
0.1900	0.4411	-3.4561	-0.2249	-0.8785	3.6123	1.8396
0.1920	0.4393	-3.4489	-0.2213	-0.8775	3.6081	1.8178
0.1940	0.4376	-3.4417	-0.2177	-0.8764	3.6039	1.7961
0.1960	0.4358	-3.4345	-0.2141	-0.8754	3.5997	1.7744
0.1980	0.4341	-3.4273	-0.2106	-0.8744	3.5955	1.7527
0.2000	0.4323	-3.4201	-0.2072	-0.8734	3.5913	1.7311
0.2020	0.4306	-3.4129	-0.2037	-0.8724	3.5872	1.7095
0.2040	0.4288	-3.4057	-0.2004	-0.8714	3.5830	1.6879
0.2060	0.4271	-3.3986	-0.1970	-0.8704	3.5789	1.6664
0.2080	0.4253	-3.3914	-0.1937	-0.8694	3.5748	1.6449
0.2100	0.4236	-3.3843	-0.1905	-0.8684	3.5708	1.6234
0.2120	0.4219	-3.3772	-0.1873	-0.8674	3.5667	1.6019
0.2140	0.4201	-3.3700	-0.1841	-0.8664	3.5627	1.5805
0.2160	0.4184	-3.3629	-0.1810	-0.8654	3.5586	1.5591
0.2180	0.4167	-3.3558	-0.1779	-0.8645	3.5546	1.5378
0.2200	0.4150	-3.3487	-0.1749	-0.8635	3.5507	1.5165
0.2220	0.4132	-3.3416	-0.1719	-0.8625	3.5467	1.4952
0.2240	0.4115	-3.3345	-0.1690	-0.8616	3.5427	1.4739
0.2260	0.4098	-3.3275	-0.1661	-0.8606	3.5388	1.4526
0.2280	0.4081	-3.3204	-0.1632	-0.8597	3.5349	1.4314
0.2300	0.4063	-3.3133	-0.1604	-0.8587	3.5309	1.4102
0.2320	0.4046	-3.3063	-0.1576	-0.8578	3.5271	1.3891
0.2340	0.4029	-3.2992	-0.1549	-0.8568	3.5232	1.3679
0.2360	0.4012	-3.2922	-0.1522	-0.8559	3.5193	1.3468
0.2380	0.3995	-3.2852	-0.1495	-0.8549	3.5155	1.3258
0.2400	0.3978	-3.2781	-0.1469	-0.8540	3.5116	1.3047
0.2420	0.3961	-3.2711	-0.1443	-0.8531	3.5078	1.2837
0.2440	0.3944	-3.2641	-0.1418	-0.8522	3.5040	1.2627
0.2460	0.3927	-3.2571	-0.1393	-0.8512	3.5002	1.2417
0.2480	0.3910	-3.2501	-0.1369	-0.8503	3.4965	1.2208
0.2500	0.3893	-3.2431	-0.1345	-0.8494	3.4927	1.1999
0.2520	0.3876	-3.2361	-0.1321	-0.8485	3.4890	1.1790
